Cooresponding CSE,Legitimate Domains,ip_address,url_length,num_dots,has_repeated_digits,num_special_chars,num_hyphens,num_slashes,num_underscores,num_question_marks,num_equal_signs,num_dollar_signs,num_exclamations,num_hashtags,num_percent,domain_length,num_hyphens_domain,has_special_chars_domain,num_special_chars_domain,num_subdomains,avg_subdomain_length,subdomain_length,subdomain_has_hyphen,subdomain_has_repeated_digits,path_length,has_query,has_fragment,has_anchor,entropy_url,entropy_domain,ssl_present,ssl_valid,ssl_days_to_expiry,ssl_issuer,url,ocr_text,laplacian_variance,brand_colors,avg_color_diff,logo_hash,logo_match_score,favicon_detected,favicon_url,favicon_size,favicon_hash,favicon_colors
Airtel,airtel.in,147.79.69.251,19,1,False,4,0,2,0,0,0,0,0,0,0,11,0,False,0,0,0.0,0,False,False,0,False,False,False,3.0957952550009344,3.0957952550009344,1,1,62,Let's Encrypt,https://airebels.in,"airebelsin Blog Hello world! Welcome t0 WordPress: This your first post Edit or celete iL; tnen start No cinoci 2025 airebels in Blog Events About FAQs Pattcrns Authors Tnemes Tvent Mcni -Fec Designed withitacss wting"" Shop",718.4126769682321,"[[254, 254, 254], [57, 48, 55], [171, 174, 176]]",-1.0,983c1e87c7c303f9,-1,True,https://airebels.in/favicon.ico,-1,,[]
State Bank of India (SBI),sbi.co.in,,18,1,False,4,0,2,0,0,0,0,0,0,0,10,0,False,0,0,0.0,0,False,False,0,False,False,False,2.6464393446710157,2.6464393446710157,0,0,-1,,http://sbikxj.sbs,Fulkdbcr Jlc bibuebc,117.13472873263889,"[[254, 254, 254], [117, 117, 117], [33, 33, 33]]",-1.0,83070707070f1fff,-1,False,,-1,,[]
State Bank of India (SBI),sbi.co.in,,19,1,False,4,0,2,0,0,0,0,0,0,0,11,0,False,0,0,0.0,0,False,False,0,False,False,False,3.2776134368191165,3.2776134368191165,0,0,-1,,http://subrit.info,Fulkd DOr Jlc MLxiinb,116.54877604166667,"[[254, 254, 254], [43, 43, 43], [131, 131, 131]]",-1.0,83070707070f1fff,-1,False,,-1,,[]
State Bank of India (SBI),onlinesbi.sbi,,28,1,False,4,0,2,0,0,0,0,0,0,0,20,0,False,0,0,0.0,0,False,False,0,False,False,False,3.3086949695628425,3.3086949695628425,0,0,-1,,http://onlinejaasseansi.com,Fulkd DopcJlc Mlalmlom,165.70780381944445,"[[254, 254, 254], [87, 87, 87], [198, 198, 198]]",-1.0,870707070f0f1f3f,-1,False,,-1,,[]
Indian Oil Corporation Limited (IOCL),iocl.com,,20,1,False,4,0,2,0,0,0,0,0,0,0,12,0,False,0,0,0.0,0,False,False,0,False,False,False,3.084962500721156,3.084962500721156,0,0,-1,,http://ipopcult.com,Fulkd DopcJlc,121.72759331597223,"[[254, 254, 254], [80, 80, 80], [200, 200, 200]]",-1.0,87070707070f0fff,-1,False,,-1,,[]
Airtel,airtel.in,,23,1,False,4,0,2,0,0,0,0,0,0,0,15,0,False,0,0,0.0,0,False,False,0,False,False,False,3.2402239289418517,3.2402239289418517,0,0,-1,,http://airterminal.one,Fulkd DopcJlc,137.0226410590278,"[[254, 254, 254], [37, 37, 37], [131, 131, 131]]",-1.0,87070707070f1f7f,-1,False,,-1,,[]
Indian Oil Corporation Limited (IOCL),iocl.com,,20,1,False,4,0,2,0,0,0,0,0,0,0,12,0,False,0,0,0.0,0,False,False,0,False,False,False,3.418295834054489,3.418295834054489,0,0,-1,,http://iocfqlj.bond,Fulkdbcr Jlc echlibcru,121.30968315972223,"[[254, 254, 254], [39, 39, 39], [116, 116, 116]]",-1.0,83070707070f1fff,-1,False,,-1,,[]
State Bank of India (SBI),onlinesbi.sbi,,34,1,False,5,1,2,0,0,0,0,0,0,0,26,1,False,0,0,0.0,0,False,False,0,False,False,False,3.719294525666979,3.719294525666979,0,0,-1,,http://online-bofadebitcenter.com,Fulkd DopcJlc bocabikenElCon,188.3484939236111,"[[254, 254, 254], [144, 144, 144], [41, 41, 41]]",-1.0,87070f0f0f0f0f1f,-1,False,,-1,,[]
State Bank of India (SBI),sbi.co.in,15.197.148.33,18,1,False,4,0,2,0,0,0,0,0,0,0,10,0,False,0,0,0.0,0,False,False,0,False,False,False,3.121928094887362,3.121928094887362,1,1,120,"GoDaddy.com, Inc.",https://sabika.net,,0.0,"[[29, 42, 51], [29, 42, 51], [29, 42, 51]]",-1.0,8000000000000000,-1,True,"data:,",-1,,[]
Bank of Baroda (BoB),bankofbaroda.in,,28,1,False,4,0,2,0,0,0,0,0,0,0,20,0,False,0,0,0.0,0,False,False,0,False,False,False,3.446439344671015,3.446439344671015,0,0,-1,,http://bankofgeorgia.online,Fulkd DopcJlc,166.78493272569443,"[[254, 254, 254], [135, 135, 135], [43, 43, 43]]",-1.0,870707070f0f1f3f,-1,False,,-1,,[]
State Bank of India (SBI),onlinesbi.sbi,76.223.54.146,24,1,False,4,0,2,0,0,0,0,0,0,0,16,0,False,0,0,0.0,0,False,False,0,False,False,False,3.202819531114783,3.202819531114783,1,1,105,"GoDaddy.com, Inc.",https://onlinemoviez.com,"GoDaddy Excellent 4 6 oul e"" 5 7 Trustpilot The domain name OnlineMoviez_com is for salel 2 Safe socurg Iransacuons Fast easy transiers Hassle iree payments The simple, and safe way to buy domain names No malter wnai kind . domain you wani pase make Ine transfer simple and sale Here"" now works GoDaddy Copyrght 9 2026 GcDadd , Operating ComparyLLC Rlohts Reserved Donolame Denon} FctJin Ptc Seenor",1445.525601576835,"[[254, 254, 254], [0, 17, 44], [102, 135, 139]]",-1.0,c262626aaa9f95d5,-1,False,,-1,,[]
Indian Oil Corporation Limited (IOCL),iocl.com,,19,2,False,5,0,2,0,0,0,0,0,0,0,11,0,False,0,0,0.0,0,False,False,0,False,False,False,3.0957952550009344,3.0957952550009344,0,0,-1,,http://icpl.net.pk,Fulkdbcr Jlc eHmin,116.40227213541667,"[[254, 254, 254], [118, 118, 118], [30, 30, 30]]",-1.0,83070707070f1fff,-1,False,,-1,,[]
