Cooresponding CSE,Legitimate Domains,ip_address,url_length,num_dots,has_repeated_digits,num_special_chars,num_hyphens,num_slashes,num_underscores,num_question_marks,num_equal_signs,num_dollar_signs,num_exclamations,num_hashtags,num_percent,domain_length,num_hyphens_domain,has_special_chars_domain,num_special_chars_domain,num_subdomains,avg_subdomain_length,subdomain_length,subdomain_has_hyphen,subdomain_has_repeated_digits,path_length,has_query,has_fragment,has_anchor,entropy_url,entropy_domain,ssl_present,ssl_valid,ssl_days_to_expiry,ssl_issuer,url,ocr_text,laplacian_variance,brand_colors,avg_color_diff,logo_hash,logo_match_score,favicon_detected,favicon_url,favicon_size,favicon_hash,favicon_colors
Airtel,airtel.in,,20,1,False,4,0,2,0,0,0,0,0,0,0,12,0,False,0,0,0.0,0,False,False,0,False,False,False,3.418295834054489,3.418295834054489,0,0,-1,,http://airedge1.com,Fulkd DCr Jla Jilcoalom,127.17762369791667,"[[254, 254, 254], [125, 125, 125], [39, 39, 39]]",-1.0,87070707070f1f7f,-1,False,,-1,,[]
State Bank of India (SBI),onlinesbi.sbi,,25,1,False,4,0,2,0,0,0,0,0,0,0,17,0,False,0,0,0.0,0,False,False,0,False,False,False,3.4548223999466066,3.4548223999466066,0,0,-1,,http://onlineverify.help,"Fulkd DopcJlc Enns ,",144.94948784722223,"[[254, 254, 254], [88, 88, 88], [201, 201, 201]]",-1.0,870707070f0f1f3f,-1,False,,-1,,[]
Indian Oil Corporation Limited (IOCL),iocl.com,,18,1,False,4,0,2,0,0,0,0,0,0,0,10,0,False,0,0,0.0,0,False,False,0,False,False,False,2.6464393446710157,2.6464393446710157,0,0,-1,,http://bioclc.com,Fulkd D@pculu bokocm,112.82084635416666,"[[254, 254, 254], [119, 119, 119], [37, 37, 37]]",-1.0,83070707070f1fff,-1,False,,-1,,[]
State Bank of India (SBI),onlinesbi.sbi,,24,1,False,4,0,2,0,0,0,0,0,0,0,16,0,False,0,0,0.0,0,False,False,0,False,False,False,3.577819531114783,3.577819531114783,0,0,-1,,http://onlinetoko25.xyz,Fulkdbcr Jla onlinablon4,142.5343706597222,"[[254, 254, 254], [87, 87, 87], [200, 200, 200]]",-1.0,870707070f0f1f3f,-1,False,,-1,,[]
State Bank of India (SBI),onlinesbi.sbi,,25,1,False,5,1,2,0,0,0,0,0,0,0,17,1,False,0,0,0.0,0,False,False,0,False,False,False,3.337175341123077,3.337175341123077,0,0,-1,,http://online-shops.site,Fulkd DopcJlc Heut,146.72340277777778,"[[254, 254, 254], [80, 80, 80], [193, 193, 193]]",-1.0,870707070f0f1f3f,-1,False,,-1,,[]
Bank of Baroda (BoB),bankofbaroda.in,,27,1,False,4,0,2,0,0,0,0,0,0,0,19,0,False,0,0,0.0,0,False,False,0,False,False,False,3.4316235658474303,3.4316235658474303,0,0,-1,,http://bankofamericacn.com,Fulkd DopcJlc,163.6704665798611,"[[254, 254, 254], [155, 155, 155], [40, 40, 40]]",-1.0,870707070f0f1f3f,-1,False,,-1,,[]
Bank of Baroda (BoB),bankofbaroda.in,104.21.33.35,30,1,False,5,1,2,0,0,0,0,0,0,0,22,1,False,0,0,0.0,0,False,False,0,False,False,False,3.663532754804254,3.663532754804254,0,0,-1,,http://bankonbetcasino-de.com,sophOs Stopl This website is blocked The administratof ol this network has reslricted access calegorized as Gambling If you think this OcoMecl yoU may suggOst i different calegory E Hcutoua page Fi V About thcs tequtst Proleclod D SophoS,480.7749739583333,"[[228, 148, 134], [249, 249, 249], [6, 125, 199]]",-1.0,be9e40c162be1c9d,-1,True,http://bankonbetcasino-de.com/favicon.ico,-1,,[]
Airtel,airtel.in,23.227.38.65,21,1,False,4,0,2,0,0,0,0,0,0,0,13,0,False,0,0,0.0,0,False,False,0,False,False,False,3.238901256602631,3.238901256602631,1,1,64,Google Trust Services,https://airritual.com,shopIFT Sorry; this store is currently unavailable. Explore other stores Starta free trial Are you the store owner? Open new Shopify store Check out Shopify Editions Are you having trouble getting Into your store? Start a day frcc trlal then contlnue for Wlth 100+ product updates YoU can be more Try the forgot YOUL store feature_ you would SLmonth for the next months. productle and creatlve Powerfull In reactivate your store contact Shonlfy Sign URnOw commerce than you eve Imaglned. supRoD: Exnlore latest Editions noxcne shopify,1070.7140606459675,"[[212, 242, 251], [29, 29, 31], [254, 254, 254]]",-1.0,bb38c6ceb03169cc,-1,True,https://cdn.shopify.com/shopifycloud/storefront/assets/favicon-418d2057.png,"(32, 32)",c41f3bec37c41ce0,"[[82, 125, 71], [239, 245, 228], [147, 188, 74]]"
Punjab National Bank (PNB),netpnb.com,,21,2,False,5,0,2,0,0,0,0,0,0,0,13,0,False,0,1,6.0,6,False,False,0,False,False,False,3.5465935642949384,3.5465935642949384,0,0,-1,,http://pigsky.net.ru,Fulkd DCr Jlo Dymllu,128.67782118055555,"[[254, 254, 254], [119, 119, 119], [30, 30, 30]]",-1.0,87070707070f0fff,-1,False,,-1,,[]
State Bank of India (SBI),onlinesbi.sbi,76.223.54.146,20,1,False,4,0,2,0,0,0,0,0,0,0,12,0,False,0,0,0.0,0,False,False,0,False,False,False,3.084962500721156,3.084962500721156,1,1,116,"GoDaddy.com, Inc.",https://online.gripe,GoDaddy Excellent 46 culor 5 7 Trustpilot online-gripe is for salel Simple_ secure Trusted by customers 24/7 dedicated purchase & transfer globally support Ccpynghi 2026 GoDaddy Operating Compan;: LLC. Riohls Resened,731.4585898003355,"[[230, 243, 244], [36, 54, 75], [155, 176, 184]]",-1.0,d8181c35e7e76525,-1,False,,-1,,[]
