Cooresponding CSE,Legitimate Domains,ip_address,url_length,num_dots,has_repeated_digits,num_special_chars,num_hyphens,num_slashes,num_underscores,num_question_marks,num_equal_signs,num_dollar_signs,num_exclamations,num_hashtags,num_percent,domain_length,num_hyphens_domain,has_special_chars_domain,num_special_chars_domain,num_subdomains,avg_subdomain_length,subdomain_length,subdomain_has_hyphen,subdomain_has_repeated_digits,path_length,has_query,has_fragment,has_anchor,entropy_url,entropy_domain,ssl_present,ssl_valid,ssl_days_to_expiry,ssl_issuer,url,ocr_text,laplacian_variance,brand_colors,avg_color_diff,logo_hash,logo_match_score,favicon_detected,favicon_url,favicon_size,favicon_hash,favicon_colors
Bank of Baroda (BoB),bankofbaroda.in,162.19.241.109,17,1,False,4,0,2,0,0,0,0,0,0,0,9,0,False,0,0,0.0,0,False,False,0,False,False,False,2.9477027792200903,2.9477027792200903,0,0,-1,,http://banka.cfd,Failed tocapture: bankacld,113.07113064236111,"[[254, 254, 254], [40, 40, 40], [113, 113, 113]]",-1.0,83070707070f1fff,-1,True,http://banka.cfd/favicon.ico,-1,,[]
State Bank of India (SBI),onlinesbi.sbi,104.18.22.122,29,1,False,5,1,2,0,0,0,0,0,0,0,21,1,False,0,0,0.0,0,False,False,0,False,False,False,3.689703732199547,3.689703732199547,0,0,-1,,http://online-boutiques.shop,Failed tocapture: online-boutiquesshop,169.1791579861111,"[[254, 254, 254], [36, 36, 36], [137, 137, 137]]",-1.0,8707070f0f0f1f1f,-1,True,http://online-boutiques.shop/favicon.ico,-1,,[]
State Bank of India (SBI),onlinesbi.sbi,,34,1,False,4,0,2,0,0,0,0,0,0,0,26,0,False,0,0,0.0,0,False,False,0,False,False,False,3.661226256269789,3.661226256269789,0,0,-1,,http://onlineglobalrecruiting.com,Failed tocapture: onlineglobalrecruitingcom,190.35748914930556,"[[254, 254, 254], [151, 151, 151], [29, 29, 29]]",-1.0,87070f0f0f0f0f1f,-1,False,,-1,,[]
Bank of Baroda (BoB),bankofbaroda.in,,21,1,False,4,0,2,0,0,0,0,0,0,0,13,0,False,0,0,0.0,0,False,False,0,False,False,False,3.3927474104487847,3.3927474104487847,0,0,-1,,http://banko.website,Failed tocapture: bankowebsite,131.19891493055556,"[[254, 254, 254], [118, 118, 118], [42, 42, 42]]",-1.0,87070707070f1f7f,-1,False,,-1,,[]
State Bank of India (SBI),onlinesbi.sbi,172.67.140.41,31,1,True,4,0,2,0,0,0,0,0,0,0,23,0,False,0,0,0.0,0,False,False,0,False,False,False,3.7409532604048397,3.7409532604048397,1,1,60,Google Trust Services,https://onlinebetalning1992.com,"you have been blocked You are unable to access onlinebetalning1992.com Why have been blocked? What can do to resolve this? This website is using security service to protect itself from online You can email the site owner to let them know you were blocked attacks The action you just performed triggered the security Please include what you were doing when this page came up and the solution: There are several actions that could trigger this block Cloudflare Ray ID found at the bottom of this page: including submitting certain word or phrase, SQL command or malformed data; Cloudflare Ray D: 9c8169129e7b6bc4 Your Click to reveal Performance & security by Cloudflare Sorry;",953.2838909812359,"[[250, 250, 250], [166, 45, 47], [153, 153, 157]]",-1.0,b7629d8cb2b6c849,-1,True,https://onlinebetalning1992.com/favicon.ico,-1,,[]
HDFC Bank,hdfc.com,216.238.77.69,18,1,False,4,0,2,0,0,0,0,0,0,0,10,0,False,0,0,0.0,0,False,False,0,False,False,False,3.321928094887362,3.321928094887362,1,1,71,Let's Encrypt,https://ashdfc.top,,0.0,"[[255, 255, 255], [255, 255, 255], [255, 255, 255]]",-1.0,8000000000000000,-1,True,https://ashdfc.top/favicon.ico,-1,,[]
State Bank of India (SBI),onlinesbi.sbi,,29,1,False,5,1,2,0,0,0,0,0,0,0,21,1,False,0,0,0.0,0,False,False,0,False,False,False,3.784941827437642,3.784941827437642,0,0,-1,,http://onlineshop-brasil.com,Failed tocapture: onlineshop brasilcom,167.49729383680557,"[[254, 254, 254], [38, 38, 38], [151, 151, 151]]",-1.0,870707070f0f1f3f,-1,False,,-1,,[]
Airtel,airtel.in,216.198.79.1,21,1,False,5,1,2,0,0,0,0,0,0,0,13,1,False,0,0,0.0,0,False,False,0,False,False,False,3.546593564294939,3.546593564294939,1,1,59,Let's Encrypt,https://aird-tech.com,"AIRD Tech Pvt Ltd Success Stories Empowering Careers through Internships, Training & Project Development Transform career with our comprehensive programs and expert quidance. Unlock vour potential and achieve vour protessional goals ~Explore 'Get Started 230+ 25+ 45+ Iccessful Interns Training Proarams Completed About AIRD Tech AIRD Tech is a leading provider of internship programs; training project developme services dedicated to empowering individuals through practical experience expert quldance 8 Our Mission Our Team Our Values experts and Athrouah comprehensive education and training: Land arouth rming careers worldwide_ Why Choose Us? 300+ lumni Network Industry-aligned training programs expert instructors Hands-on internship opportunities with leading companies Customized project development solutions Comprehensive career support and guidance Our Services Comprehensive solutions desianed to lerate career growth and professionaE ~develonment Internship Programs Training Development Project Development ~world experie ng companies ~on projects Our Programs Choose from a variety programs designed fit your ~goals and schedule Career Acceleration Industry Training Custom Solutions rId exper igned fo Success Stories stories from real people transformed thein Iith us Sarah Johnson Michael Chen Emil Rodriguez rogran 'thought 'training ga Fm now working at my dream companyl"" Atransition into & data-focused career successfullv ~guidance were invaluable for my growth: Latest Insights Stay updated with industry trends tips and expert advice March 15, 2025 March 10, 202 ~March 5 202 Top 10 Skills Everv Developer Needs in How Make the Most of Your The Future of Remote Work and 2025 Internship Training ahead of the curve with these essential skills that to maximize vouI internship experience and rina the latest trends in remote work and hov employers build va re adapting Get in Touch questions? We'd love to hear from Send us a messaq and we'IE respond as soon as possible Email Us @amail Email * your@en WhatsApp Phone Number 8122898405 +1 (555) 000-Oooo Visit Us Causarina Tower L&T Eden Park Chenn . 603103 Ready Start? of profes AIRD Tech 24/7 <24h Response AIRD Tech Quick Links Services ~Stav Undated internships rnship Proc ~Guhscribe newsletter for the latest Services ""Training & Development Programs @ Career Consulting Subscribe",689.9717591789068,"[[26, 44, 52], [182, 147, 113], [242, 243, 242]]",-1.0,9d4e93669749c81e,-1,True,https://aird-tech.com/favicon.ico,-1,,[]
National Informatics Centre (NIC),accounts.mgovcloud.in,99.86.182.70,21,1,False,4,0,2,0,0,0,0,0,0,0,13,0,False,0,0,0.0,0,False,False,0,False,False,False,3.180832987205441,3.180832987205441,1,1,309,Amazon,https://rovacloud.com,WELC 0 ME To RovaCloud Enquire at admin@rovacloud com Log In Sign up,322.3503142361111,"[[10, 10, 10], [130, 131, 135], [227, 226, 234]]",-1.0,93c76c3893c73c38,-1,True,https://rovacloud.com/favicon.ico?favicon.f22cb107.ico,-1,,[]
Airtel,airtel.in,23.227.38.32,16,1,False,4,0,2,0,0,0,0,0,0,0,8,0,False,0,0,0.0,0,False,False,0,False,False,False,2.75,2.75,1,1,59,Google Trust Services,https://airae.co,Airae Opening soon Sign up for our newsletter to be the first to know when we launch_ Email address Sign up This shop will be powered by shopify Enterusing_password Are you the store owner? Login here,6985.85575013075,"[[254, 254, 254], [38, 41, 67], [152, 157, 167]]",-1.0,ed9292c96d92926d,-1,True,https://airae.co/favicon.ico,-1,,[]
State Bank of India (SBI),onlinesbi.sbi,,32,1,False,4,0,2,0,0,0,0,0,0,0,24,0,False,0,0,0.0,0,False,False,0,False,False,False,3.4906015629507228,3.4906015629507228,0,0,-1,,http://onlinebanking2510.online,Failed tocapture onlinebanking251O.online,185.90032335069444,"[[254, 254, 254], [38, 38, 38], [141, 141, 141]]",-1.0,87070f0f0f0f0f1f,-1,False,,-1,,[]
State Bank of India (SBI),sbi.co.in,152.89.62.200,17,1,False,4,0,2,0,0,0,0,0,0,0,9,0,False,0,0,0.0,0,False,False,0,False,False,False,3.169925001442312,3.169925001442312,1,1,59,Let's Encrypt,https://hsbin.com,"About Services Contact Login Open Account HSBIN do banking differently We believe that people come first, and that everyone deserves great experience every step of the way: Open Account Todav Loqin to Banking BRANCH HOURS 24/7 SUPPORT 251480576 Mon-Fri: 9AM-SPM 800-BANKING Sat: 9AM_ Alwal here to help HSBIN Rates HSBIN Member Care Discover competitive rates designed to help vour monev grow faster 3.75% 3.65% 4.00% 15.49% APRI HIgh YIFLD SAVINGS MONTH CERTIFICATE CREdIt CARDS LOANS Savings F HSBIN Certificate Rates HSBIN Credit Card Rates FEATURED SAVINGS CREDIT MORTGAGE #Annual Percentage Yield subject to change I conditions apply: Services How Can We Help You Today? Comprehensive bankina solutions tailored vour needs Deposit Accounts Credit Cards Loans Secure your money with our high-yield savings Find the perfect credit card for your lifestyle Get competitive rates personal; auto; and and checking accounts designed for growth_ spending habits with competitive rates_ ; tailored to VOUL financial qoals Business Banking Wealth & Retire About HSBIN Comprehensive banking solutions designed to Plan for your future with expert investment Leam more about commiumanti7o help your business thrive and grow: Tretirement planning exceptional banking (aa Suo Get 5200 With Checking Built for You Start Building Your Financial Strenath For limited time get $200 when you open new account; and what helps vou reach vour financial goals. You can open new account online person of our locations balance required online mobile banking 24/7 customer support Ope Account Now Member Banking Building Strength Toqether HSBIN union built the foundation providing members with every step of their financial journey. We committed helpino our members achieve thel financia goals through personalize service and competitive rates Competitive Rates Better rates savings loans and credit cards designed maximize your financial growth: Member-Focused We owned members ~shareholders. Your success is our priorit . Communitv ommitted Supporting local communities and causes that matter to our members Hear From Our Customers impressed customer speed Of ""Excellent service competitii rates Hiahlv ~mobile is fantastic and customer support is ~pavout; top-notc Sarah Morris John Davis Emilv Johnson Verified CL Personal Bar Bankir Houn Banking Email Suppo Visit U= ~Fri; 9AM-SPM Available 24/77 Response within 24hrs 4809 Oakwav Lane 1-800-BANKING support@hsbincom Los Angeles Closed Quick Links Services Member Services TAFSbin ut Us Personal Bankina ~Onlir Bankit financial strength together with Services Business Banking Mobile personalized banking solutions for every Grants & Aid loans & Credit ATM locations member: ur truste partn Fin financial Contact Cards Securitv Center 0 2026 HSBIN. All rights reserved: FDIC Insured 256-bit SSL Policy Terms of Service Accessibility Home We Joans ~Building ~growth ""Privacy",1989.5087165837617,"[[65, 131, 171], [239, 246, 248], [48, 44, 49]]",-1.0,a8296aad39e26c9b,-1,True,https://hsbin.com/storage/app/public/photos/agHepBbFngHC3c2cZjm8NU0zN5erckV5NS4bZdDW.png,-1,,[]
State Bank of India (SBI),sbi.co.in,,18,1,False,4,0,2,0,0,0,0,0,0,0,10,0,False,0,0,0.0,0,False,False,0,False,False,False,3.321928094887362,3.321928094887362,0,0,-1,,http://sbigrz.com,Failed tocapture: sbigrzcom,117.46330295138888,"[[254, 254, 254], [37, 37, 37], [131, 131, 131]]",-1.0,83070707070f1fff,-1,False,,-1,,[]
State Bank of India (SBI),onlinesbi.sbi,145.79.211.164,19,1,False,4,0,2,0,0,0,0,0,0,0,11,0,False,0,0,0.0,0,False,False,0,False,False,False,2.6635327548042547,2.6635327548042547,1,1,61,Let's Encrypt,http://onlinelr.in,"ONLINELR LOGIN Home Features Our Products Added Services Enterprise Solutions Plans Blog FAQ Your All-in-One AII your Transport ONLINE Solution ""DOWNLOAD AppaStore 0 Downloaded with Trust by 2.2 lakh+ Transporters Across India 1.25+ Crore 1200+ 4.6 4.7 306*1 336*1 Digital Documents Trees App Store Play Store Generated Saved Rating Rating Features See what makes OnlineLR different Our Trusted Transporters STC pPtrans Logistics Akuani GLFBAL Express More Transporters Recognised by: WEWE #startupindia inistrv of MSME Govt: of India ONLINELR Techw Private Limited 305 Floo Siddhara Zavod; Near rqas Road, iqh araasan Terms Featu Enterprise Solutions Gandhinagar; uiara 382006 Privacy Policy products About US FAQ Toll Fre 1800-890-8687 Email: upportoonlin com Copvi 2019 Website Private Google Play !",1319.9102069808541,"[[254, 254, 254], [21, 129, 228], [128, 77, 96]]",-1.0,eb494b6949494bcb,-1,True,https://onlinelr.in/wp-content/uploads/2019/03/cropped-OnlineLR-favicon-32x32.png,-1,,[]
State Bank of India (SBI),onlinesbi.sbi,192.64.119.198,21,1,False,4,0,2,0,0,0,0,0,0,0,13,0,False,0,0,0.0,0,False,False,0,False,False,False,3.238901256602631,3.238901256602631,0,0,-1,,http://onlinebiz.pro,,0.0,"[[255, 255, 255], [255, 255, 255], [255, 255, 255]]",-1.0,8000000000000000,-1,True,http://img.sedoparking.com/templates/logos/sedo_logo.png,-1,,[]
Indian Oil Corporation Limited (IOCL),iocl.com,172.67.200.90,16,1,False,4,0,2,0,0,0,0,0,0,0,8,0,False,0,0,0.0,0,False,False,0,False,False,False,3.0,3.0,1,1,61,Google Trust Services,https://ic81.top,312*2110580 R8a Imnralik R8e8r ge*3#WmCEj 2 272ms 41hia] RIYADH AIl k8ux +RFAE%-8i4! 1iiixL {ZH 2it 47188870 1350 + RiiA 13402 + RiiA 30021 WF;6TR04 E6F41e RdsM 3M1R0FM F12| j031 Zhmnta0 2024-2028373E4E19 2016-202047 EMEhEE 202032ELme] 20197T00478 2019ETEMabeT 201847191040 2017-2018473E(FDfF,1202.7289465497463,"[[162, 137, 79], [32, 5, 5], [253, 252, 248]]",-1.0,8ca6764a638b9d1d,-1,True,https://ic81.top/favicon.ico,-1,,[]
