Cooresponding CSE,Legitimate Domains,Identified Phishing/Suspected Domain Name
Indian Oil Corporation Limited (IOCL),iocl.com,bioclc.com
Punjab National Bank (PNB),netpnb.com,pigsky.net.ru
Bank of Baroda (BoB),bobibanking.com,bobobian.com
Airtel,airtel.in,arkatel.net
Bank of Baroda (BoB),bankofbaroda.in,banktobankrouting.com
Bank of Baroda (BoB),bankofbaroda.in,bankonbetcasino-de.com
State Bank of India (SBI),sbicard.com,sicr.online
State Bank of India (SBI),onlinesbi.sbi,onlinetoko25.xyz
Airtel,airtel.in,airedge1.com
Airtel,airtel.in,airritual.com
State Bank of India (SBI),onlinesbi.sbi,online.gripe
State Bank of India (SBI),onlinesbi.sbi,onlineverify.help
National Informatics Centre (NIC),accounts.mgovcloud.in,mooncloud.com
State Bank of India (SBI),onlinesbi.sbi,onlinesalesbulletins.com
Bank of Baroda (BoB),bankofbaroda.in,bankofamericacn.com
State Bank of India (SBI),onlinesbi.sbi,onlinemultiki.net
State Bank of India (SBI),onlinesbi.sbi,onlinebackup.online
State Bank of India (SBI),onlinesbi.sbi,online-shops.site
State Bank of India (SBI),onlinesbi.sbi,onlinetribute.site
State Bank of India (SBI),sbicard.com,simcar.pro
State Bank of India (SBI),onlinesbi.sbi,online-games.pics
State Bank of India (SBI),onlinesbi.sbi,onlineglobaldating.com
Punjab National Bank (PNB),pnbindia.in,pnbit.com
State Bank of India (SBI),onlinesbi.sbi,onlinesabong6.com
State Bank of India (SBI),onlinesbi.sbi,online-fussballtrainerkurs.com
State Bank of India (SBI),onlinesbi.sbi,onlinedesignmba.org
Bank of Baroda (BoB),bankofbaroda.in,banker.lat
Indian Oil Corporation Limited (IOCL),iocl.com,iocfqlj.bond
State Bank of India (SBI),sbilife.co.in,symbio4life.org
State Bank of India (SBI),sbi.co.in,sbivr.net
National Informatics Centre (NIC),accounts.mgovcloud.in,rovacloud.com
Bank of Baroda (BoB),bobibanking.com,bobbrink.com
ICICI Bank,icicidirect.com,iciciprulife.xyz
Airtel,airtel.in,airtridee.com
Airtel,airtel.in,art.codes
State Bank of India (SBI),onlinesbi.sbi,onlineotp.io
State Bank of India (SBI),onlinesbi.sbi,onlineempires.org
State Bank of India (SBI),sbi.co.in,sbaipo.com
State Bank of India (SBI),onlinesbi.sbi,onlineoffice.online
Airtel,airtel.in,airelius.live
State Bank of India (SBI),onlinesbi.sbi,onlinecasino-yep.cl
National Informatics Centre (NIC),accounts.mgovcloud.in,moducloud.net
State Bank of India (SBI),sbi.co.in,sabim.pro
"Civil Registration System (CRS), MHA",dc.crsorgi.gov.in,crsorrb.bond
Indian Railway Catering and Tourism Corporation (IRCTC),irctc.co.in,irqmtc.sbs
State Bank of India (SBI),sbi.co.in,5rbitx.bond
Bank of Baroda (BoB),bankofbaroda.in,bank-boa.com
State Bank of India (SBI),yonobusiness.sbi,youthinbusiness.online
Airtel,airtel.in,airk1t.com
State Bank of India (SBI),onlinesbi.sbi,onlinetires.uk
Airtel,airtel.in,airmaterialsexpo.com
State Bank of India (SBI),onlinesbi.sbi,onlinejobs.lat
State Bank of India (SBI),sbilife.co.in,smiliface.shop
State Bank of India (SBI),onlinesbi.sbi,onlineorgasm.com
State Bank of India (SBI),sbicard.com,bigcard.vn
State Bank of India (SBI),onlinesbi.sbi,onlinepich.lat
State Bank of India (SBI),onlinesbi.sbi,onlineshieldhub.com
Indian Railway Catering and Tourism Corporation (IRCTC),irctc.co.in,irccg.info
State Bank of India (SBI),onlinesbi.sbi,0nlin3.com
Airtel,airtel.in,airtonlima.com.br
State Bank of India (SBI),onlinesbi.sbi,onlinemrkt.com
State Bank of India (SBI),onlinesbi.sbi,online-basvur.cfd
State Bank of India (SBI),sbilife.co.in,silkie.store
State Bank of India (SBI),sbiepay.sbi,skiepa.com
HDFC Bank,hdfc.com,hdcl.info
State Bank of India (SBI),onlinesbi.sbi,onlinercf.top
State Bank of India (SBI),sbi.co.in,shbhiy.com
State Bank of India (SBI),onlinesbi.sbi,onlineage.in
HDFC Bank,hdfc.com,hdfvcki.bond
State Bank of India (SBI),onlinesbi.sbi,onlinebudapest.com
State Bank of India (SBI),sbicard.com,sibcar.ch
State Bank of India (SBI),sbi.co.in,subrit.info
Airtel,airtel.in,art.gal
State Bank of India (SBI),onlinesbi.sbi,onlinebaniya.in
State Bank of India (SBI),onlinesbi.sbi,onlineawscasinospt.com
Airtel,airtel.in,aiothelp.co.uk
Bank of Baroda (BoB),bankofbaroda.in,bankofamerica5.com
State Bank of India (SBI),onlinesbi.sbi,onlineausserv.org
State Bank of India (SBI),onlinesbi.sbi,onlinespeak.ru
State Bank of India (SBI),sbi.co.in,sexbit.love
State Bank of India (SBI),onlinesbi.sbi,onlinekaufbestaetigung.info
State Bank of India (SBI),onlinesbi.sbi,onlineshopingbd.top
State Bank of India (SBI),onlinesbi.sbi,onlinetire.fr
Punjab National Bank (PNB),netpnb.com,way.net.ru
State Bank of India (SBI),onlinesbi.sbi,onlinesintraconsulting.com
State Bank of India (SBI),onlinesbi.sbi,onlinesaleswizard.online
State Bank of India (SBI),onlinesbi.sbi,onlineweb.online
State Bank of India (SBI),sbi.co.in,sbiquant.com
State Bank of India (SBI),onlinesbi.sbi,onlinesolarindo.com
State Bank of India (SBI),yonobusiness.sbi,inkybusiness.net
State Bank of India (SBI),onlinesbi.sbi,online-jup.com
State Bank of India (SBI),onlinesbi.sbi,onlinesnapclaim.com
State Bank of India (SBI),sbilife.co.in,sheqilife.com
HDFC Bank,hdfc.com,hdgc.club
State Bank of India (SBI),onlinesbi.sbi,online-smart.com
Bank of Baroda (BoB),bankofbaroda.in,bankkb.com
State Bank of India (SBI),onlinesbi.sbi,onlinemeds4you.com
Indian Oil Corporation Limited (IOCL),iocl.com,ipopcult.com
Punjab National Bank (PNB),netpnb.com,nestplan.net
State Bank of India (SBI),sbi.co.in,sbivisor.com
State Bank of India (SBI),onlinesbi.sbi,online-expos.com
HDFC Bank,hdfc.com,hdmf.cloud
State Bank of India (SBI),sbi.co.in,skbgic.top
State Bank of India (SBI),onlinesbi.sbi,onlineignite.com
National Informatics Centre (NIC),accounts.mgovcloud.in,mio-cloud.net
State Bank of India (SBI),sbiepay.sbi,sbobetplay.org
State Bank of India (SBI),yonobusiness.sbi,yosboss.com
State Bank of India (SBI),onlinesbi.sbi,onlineojcsv.org
State Bank of India (SBI),sbi.co.in,shubix.shop
State Bank of India (SBI),onlinesbi.sbi,online-cn.net
Airtel,airtel.in,aiotel.ru
State Bank of India (SBI),onlinesbi.sbi,onlinestax.com
Airtel,airtel.in,airtite.online
State Bank of India (SBI),yonobusiness.sbi,yono.bzh
State Bank of India (SBI),onlinesbi.sbi,onlymine.app
Airtel,airtel.in,airsysteml.com
State Bank of India (SBI),onlinesbi.sbi,onlineawscasinosdk.com
Airtel,airtel.in,kartel.live
Bank of Baroda (BoB),bankofbaroda.in,bankba.net
State Bank of India (SBI),onlinesbi.sbi,onlineksm.com
State Bank of India (SBI),onlinesbi.sbi,onlinenews7.com
State Bank of India (SBI),onlinesbi.sbi,onlinesmp.com
Bank of Baroda (BoB),bankofbaroda.in,banka.cfd
Indian Railway Catering and Tourism Corporation (IRCTC),irctc.co.in,irc.lol
Bank of Baroda (BoB),bankofbaroda.in,banqofr.com
State Bank of India (SBI),sbilife.co.in,smilifeet.shop
State Bank of India (SBI),onlinesbi.sbi,online-dms.com
State Bank of India (SBI),sbiepay.sbi,sbianpees.ru
Indian Oil Corporation Limited (IOCL),iocl.com,ioca.ch
National Informatics Centre (NIC),accounts.mgovcloud.in,moohcloud.ch
State Bank of India (SBI),sbi.co.in,sbicr0.bond
Airtel,airtel.in,aiintel.tech
Indian Railway Catering and Tourism Corporation (IRCTC),irctc.co.in,critic.chat
ICICI Bank,icicidirect.com,iciid.org
State Bank of India (SBI),sbi.co.in,sbiov.com
State Bank of India (SBI),onlinesbi.sbi,onlinecasinobonuslist.net
State Bank of India (SBI),sbi.co.in,sdbi60.com
HDFC Bank,hdfc.com,rhbdfco.bond
State Bank of India (SBI),sbilife.co.in,smislife.com
State Bank of India (SBI),onlinesbi.sbi,online-slots-casino-uk.com
State Bank of India (SBI),onlinesbi.sbi,online138.bet
Airtel,airtel.in,airstyle.uno
Bank of Baroda (BoB),bobibanking.com,boini.shop
State Bank of India (SBI),onlinesbi.sbi,onlinefunsky.com
National Informatics Centre (NIC),accounts.mgovcloud.in,goc10.com
State Bank of India (SBI),onlinesbi.sbi,onlinetrading.online
Bank of Baroda (BoB),bankofbaroda.in,banked.beer
Airtel,airtel.in,aielx.cc
State Bank of India (SBI),onlinesbi.sbi,onlinesmotret.ru
Airtel,airtel.in,airterminal.one
Airtel,airtel.in,aipartel.xyz
State Bank of India (SBI),sbi.co.in,stabiu.ch
State Bank of India (SBI),onlinesbi.sbi,onlineconfirm.help
Airtel,airtel.in,aitea.co.uk
State Bank of India (SBI),onlinesbi.sbi,onlinedruk.dk
Airtel,airtel.in,airatelier.com
State Bank of India (SBI),sbilife.co.in,symbio4life.com
National Informatics Centre (NIC),accounts.mgovcloud.in,cdmocloud.com
Punjab National Bank (PNB),netpnb.com,netna.app
State Bank of India (SBI),sbilife.co.in,sabinalife.com
State Bank of India (SBI),onlinesbi.sbi,onlineghafase.com
State Bank of India (SBI),onlinesbi.sbi,onlinetoo1s.com
State Bank of India (SBI),sbi.co.in,sbptiu.info
Bank of Baroda (BoB),bankofbaroda.in,bankau.org
State Bank of India (SBI),yonobusiness.sbi,oceanbusiness.xyz
State Bank of India (SBI),onlinesbi.sbi,onlinereview.help
State Bank of India (SBI),onlinesbi.sbi,onlinefile.online
State Bank of India (SBI),onlinesbi.sbi,online-expos.net
"Civil Registration System (CRS), MHA",dc.crsorgi.gov.in,crowgrid.com
Airtel,airtel.in,aird-tech.com
Airtel,airtel.in,airtel-pay.asia
Airtel,airtel.in,ariel.dog
State Bank of India (SBI),onlinesbi.sbi,onlinedemo.xyz
State Bank of India (SBI),onlinesbi.sbi,online-viewly.xyz
State Bank of India (SBI),sbilife.co.in,smilifeet.info
State Bank of India (SBI),sbi.co.in,sbimn.com
Airtel,airtel.in,airtize.site
HDFC Bank,hdfcergo.com,hdfghrf630.vip
Indian Railway Catering and Tourism Corporation (IRCTC),irctc.co.in,ict.edu.kg
Punjab National Bank (PNB),netpnb.com,netns.io
State Bank of India (SBI),onlinesbi.sbi,onlineincomebook.com
State Bank of India (SBI),onlinesbi.sbi,onlinedatabase4u.com
State Bank of India (SBI),sbi.co.in,smb9im.sbs
State Bank of India (SBI),onlinesbi.sbi,onlinerushreview.com
State Bank of India (SBI),onlinesbi.sbi,onlineads.site
State Bank of India (SBI),onlinesbi.sbi,onlinesorteos.net
State Bank of India (SBI),onlinesbi.sbi,onlineproz.link
State Bank of India (SBI),onlinesbi.sbi,onlinema3c.com
